(1371,1.5,2,1371,Machine, The (1994),757382400)
(1350,1.5,2,1350,Crows and Sparrows (1949),-662688000)
(1365,1.5,2,1365,Johnny 100 Pesos (1993),725846400)
(1354,1.0,2,1354,Venice/Venice (1992),694224000)
(1359,1.0,2,1359,Boys in Venice (1996),843523200)
(1644,1.5,2,1644,Sudden Manhattan (1996),866160000)
(1308,1.0,2,1308,Babyfever (1994),757382400)
(1349,1.0,1,1349,Mille bolle blu (1993),725846400)
(599,1.0,1,599,Police Story 4: Project S (Chao ji ji hua) (1993),840153600)
(830,1.0,1,830,Power 98 (1995),832291200)
(852,1.0,1,852,Bloody Child, The (1996),846288000)
(1309,1.0,1,1309,Very Natural Thing, A (1974),126230400)
(1320,1.0,1,1320,Homage (1995),831081600)
(1325,1.0,1,1325,August (1996),829267200)
(1329,1.0,1,1329,Low Life, The (1994),831686400)
(1339,1.0,1,1339,Stefano Quantestorie (1993),725846400)
(1340,1.0,1,1340,Crude Oasis, The (1995),788918400)
(1341,1.0,1,1341,Hedd Wyn (1992),694224000)
(1343,1.0,1,1343,Lotto Land (1995),788918400)
(1348,1.0,1,1348,Every Other Weekend (1990),631152000)
(1352,1.0,1,1352,Shadow of Angels (Schatten der Engel) (1976),189302400)
(1363,1.0,1,1363,Leopard Son, The (1996),843782400)
(1364,1.0,1,1364,Bird of Prey (1996),844387200)
(1366,1.0,1,1366,JLG/JLG - autoportrait de d�cembre (1994),757382400)
(1373,1.0,1,1373,Good Morning (1971),34473600)
(1486,1.0,1,1486,Girl in the Cadillac (1995),788918400)
(1493,1.0,1,1493,Modern Affair, A (1995),841968000)
(1494,1.0,1,1494,Mostro, Il (1994),829872000)
(1546,1.0,1,1546,Shadows (Cienie) (1988),567993600)
(1548,1.0,1,1548,The Courtyard (1995),788918400)
(1557,1.0,1,1557,Yankee Zulu (1994),824428800)
(1559,1.0,1,1559,Hostile Intentions (1994),757382400)
(1561,1.0,1,1561,Tigrero: A Film That Was Never Made (1994),757382400)
(1562,1.0,1,1562,Eye of Vichy, The (Oeil de Vichy, L') (1993),725846400)
(1563,1.0,1,1563,Promise, The (Versprechen, Das) (1994),757382400)
(1564,1.0,1,1564,To Cross the Rubicon (1991),662688000)
(1565,1.0,1,1565,Daens (1992),694224000)
(1566,1.0,1,1566,Man from Down Under, The (1943),-852076800)
(1567,1.0,1,1567,Careful (1992),694224000)
(1568,1.0,1,1568,Vermont Is For Lovers (1992),694224000)
(1569,1.0,1,1569,Vie est belle, La (Life is Rosey) (1987),536457600)
(1570,1.0,1,1570,Quartier Mozart (1992),694224000)
(1571,1.0,1,1571,Touki Bouki (Journey of the Hyena) (1973),94694400)
(1572,1.0,1,1572,Wend Kuuni (God's Gift) (1982),378691200)
(1574,1.0,1,1574,Pharaoh's Army (1995),788918400)
(1575,1.0,1,1575,I, Worst of All (Yo, la peor de todas) (1990),631152000)
(1576,1.0,1,1576,Hungarian Fairy Tale, A (1987),536457600)
(1577,1.0,1,1577,Death in the Garden (Mort en ce jardin, La) (1956),-441849600)
(1579,1.0,1,1579,Baton Rouge (1988),567993600)
(1580,1.0,1,1580,Liebelei (1933),-1167609600)
(1581,1.0,1,1581,Woman in Question, The (1950),-631152000)
(1582,1.0,1,1582,T-Men (1947),-725846400)
(1583,1.0,1,1583,Invitation, The (Zaproszenie) (1986),504921600)
(1584,1.0,1,1584,Symphonie pastorale, La (1946),-757382400)
(1586,1.0,1,1586,Lashou shentan (1992),694224000)
(1587,1.0,1,1587,Terror in a Texas Town (1958),-378691200)
(1601,1.0,1,1601,Office Killer (1997),852076800)
(1618,1.0,1,1618,King of New York (1990),631152000)
(1621,1.0,1,1621,Butterfly Kiss (1995),830476800)
(1626,1.0,1,1626,Nobody Loves Me (Keiner liebt mich) (1994),823824000)
(1654,1.0,1,1654,Chairman of the Board (1998),883612800)
(1659,1.0,1,1659,Getting Away With Murder (1996),829267200)
(1661,1.0,1,1661,New Age, The (1994),757382400)
(1671,1.0,1,1671,Further Gesture, A (1996),887932800)
(1678,1.0,1,1678,Mat' i syn (1997),886723200)
